# Me and Mr. Robot: Tracking the Actor Behind the MAN1 Crypter,,,
md5,sha256,description,date
e763e99edac813ba6161c5545229cb34,,MacroDocs,7/12/16
0c98a7e39b0d9a0cb338faee3901182b,b8d2a5f16ea925365b077d763e79ac0ced60b7e22ad16307e2ccc73a4a5a05fe,MacroDocs,7/12/16
0c1f3d79559e261c4b60a76f665c364d,45f8a6bca5e665ab9c1ce3c1bfa79c72522afcfd6dadbfdfbd87985a5f6624b6,MacroDocs,7/12/16
0cfd0039a3b9781e52c9b86c584da04a,1a21b66528443ab4524cd72cfdb0ec9fda977034afe1018ee77014b9ae36e8de,MacroDocs,7/12/16
8211ae4365f96c48a35619482fa7842d,1b1efa4ab2e55a4799b31c3e5c172041c768cc6a408089a4784b852f24ffe148,MacroDocs,7/12/16
a19cba9a758aff2d773c68cc42131fd3,dffd63e418d747500de17b858f45c1bab817becb9285baf6dac965e36907ded3,MacroDocs,7/12/16
b41205f6aeeeb1aa1fd8e0dcbddf270e,f60fc38567556a6aac6a468b95d7e114c699b763353c5d5840fc31ee5e08c574,MacroDocs,7/12/16
4c4b2817873e0ae17cd05b7bd233d201,3034e388f0a00cb9fbdcfa5470c6b877b0d56820468e64a8551073e253368c94,Older man1.exe,7/12/16
35096228e2d6e644cdd51259dcdaf03d,beca414ece4f821863903846f4c7bd4059a22470b268de853a72875984c1bef0,Dalexis,7/12/16
cbde2e916ae7accb98bb247bb93846c9,5edb2767a69cb9ada22e0ba68217836a7bfeada7e5a3519fae690984f2f2b733,CTB-Locker,7/12/16
eff29f0ba620760a42c1ac0514007bff,448e3420115b97fba522ca5e712c3c5be2a8842c33e33941dc66f3cd4ae57680,ReactorBot,7/12/16
3f11c42687d09d4a56c715f671143a58,00f3dde7039da997692a7dca26d4b658694f8858c09ce2ebd6cd2575e1d1218d,ReactorBot,7/12/16
4e3a0ce170d66eaea6d55a3d6c551653,87225c142a540789709a69dd3ce55ef9788e75d80e5ef650d02773e18db29c1f,P2P Gozi,7/12/16
